id,teacher,model,input_tokens,output_tokens,hit_token_cap,error,generation_time_s,timestamp
697,oss,api-gpt-oss-120b,267,174,False,,1.08,2026-05-19T23:24:19.848894+00:00
698,sonnet,claude-sonnet-4-6,220,110,False,,2.9,2026-05-19T23:24:23.137500+00:00
698,gpt4,gpt-5.4,196,162,False,,2.49,2026-05-19T23:24:22.843477+00:00
698,oss,api-gpt-oss-120b,257,256,False,,1.6,2026-05-19T23:24:22.878227+00:00
699,sonnet,claude-sonnet-4-6,293,156,False,,2.66,2026-05-19T23:24:26.748557+00:00
699,gpt4,gpt-5.4,260,198,False,,2.8,2026-05-19T23:24:26.240829+00:00
699,oss,api-gpt-oss-120b,321,387,False,,2.15,2026-05-19T23:24:26.460965+00:00
700,sonnet,claude-sonnet-4-6,607,1216,False,,13.98,2026-05-19T23:24:50.348472+00:00
700,gpt4,gpt-5.4,541,467,False,,6.2,2026-05-19T23:24:50.339123+00:00
700,oss,api-gpt-oss-120b,602,4248,False,,23.2,2026-05-19T23:24:50.344074+00:00
701,sonnet,claude-sonnet-4-6,258,62,False,,1.7,2026-05-19T23:24:54.163431+00:00
701,gpt4,gpt-5.4,233,136,False,,3.4,2026-05-19T23:24:53.846341+00:00
701,oss,api-gpt-oss-120b,294,265,False,,1.49,2026-05-19T23:24:54.049681+00:00
702,sonnet,claude-sonnet-4-6,244,123,False,,2.53,2026-05-19T23:24:58.246035+00:00
702,gpt4,gpt-5.4,216,179,False,,3.5,2026-05-19T23:24:58.140338+00:00
702,oss,api-gpt-oss-120b,277,450,False,,2.5,2026-05-19T23:24:58.237323+00:00
703,sonnet,claude-sonnet-4-6,1270,1061,False,,13.2,2026-05-19T23:25:11.547850+00:00
703,gpt4,gpt-5.4,1158,402,False,,4.8,2026-05-19T23:25:11.539123+00:00
703,oss,api-gpt-oss-120b,1219,1643,False,,9.04,2026-05-19T23:25:11.543598+00:00
704,sonnet,claude-sonnet-4-6,490,334,False,,4.98,2026-05-19T23:25:19.439129+00:00
704,gpt4,gpt-5.4,444,394,False,,7.47,2026-05-19T23:25:19.049137+00:00
704,oss,api-gpt-oss-120b,505,616,False,,3.39,2026-05-19T23:25:19.247191+00:00
705,sonnet,claude-sonnet-4-6,390,332,False,,4.99,2026-05-19T23:25:24.638844+00:00
705,gpt4,gpt-5.4,355,148,False,,2.39,2026-05-19T23:25:24.442394+00:00
705,oss,api-gpt-oss-120b,416,417,False,,2.39,2026-05-19T23:25:24.540136+00:00
706,sonnet,claude-sonnet-4-6,214,266,False,,3.6,2026-05-19T23:25:51.740020+00:00
706,gpt4,gpt-5.4,191,113,False,,2.0,2026-05-19T23:25:51.541208+00:00
706,oss,api-gpt-oss-120b,252,4746,False,,26.7,2026-05-19T23:25:51.641593+00:00
707,sonnet,claude-sonnet-4-6,333,114,False,,2.7,2026-05-19T23:25:55.177822+00:00
707,gpt4,gpt-5.4,299,212,False,,2.99,2026-05-19T23:25:54.945791+00:00
707,oss,api-gpt-oss-120b,360,482,False,,2.69,2026-05-19T23:25:55.066093+00:00
708,sonnet,claude-sonnet-4-6,287,190,False,,3.6,2026-05-19T23:25:59.147245+00:00
708,gpt4,gpt-5.4,260,249,False,,3.2,2026-05-19T23:25:59.138706+00:00
708,oss,api-gpt-oss-120b,321,632,False,,3.5,2026-05-19T23:25:59.143013+00:00
709,sonnet,claude-sonnet-4-6,605,689,False,,7.89,2026-05-19T23:26:07.238732+00:00
709,gpt4,gpt-5.4,569,633,False,,6.89,2026-05-19T23:26:07.138456+00:00
709,oss,api-gpt-oss-120b,630,479,False,,2.69,2026-05-19T23:26:07.142093+00:00
710,sonnet,claude-sonnet-4-6,245,537,False,,6.79,2026-05-19T23:26:14.046111+00:00
710,gpt4,gpt-5.4,218,435,False,,5.29,2026-05-19T23:26:14.038961+00:00
710,oss,api-gpt-oss-120b,279,1154,False,,6.61,2026-05-19T23:26:14.042404+00:00
711,sonnet,claude-sonnet-4-6,738,1182,False,,18.16,2026-05-19T23:26:59.748880+00:00
711,gpt4,gpt-5.4,698,322,False,,4.39,2026-05-19T23:26:59.641748+00:00
711,oss,api-gpt-oss-120b,759,6914,False,,45.49,2026-05-19T23:26:59.739623+00:00
712,sonnet,claude-sonnet-4-6,539,122,False,,3.9,2026-05-19T23:27:04.240460+00:00
712,gpt4,gpt-5.4,488,176,False,,2.9,2026-05-19T23:27:03.848237+00:00
712,oss,api-gpt-oss-120b,549,320,False,,1.8,2026-05-19T23:27:04.042946+00:00
713,sonnet,claude-sonnet-4-6,298,113,False,,3.0,2026-05-19T23:27:07.769271+00:00
713,gpt4,gpt-5.4,262,123,False,,2.21,2026-05-19T23:27:07.450034+00:00
713,oss,api-gpt-oss-120b,323,305,False,,1.7,2026-05-19T23:27:07.652455+00:00
714,sonnet,claude-sonnet-4-6,254,46,False,,3.1,2026-05-19T23:27:11.146088+00:00
714,gpt4,gpt-5.4,227,68,False,,1.49,2026-05-19T23:27:11.138272+00:00
714,oss,api-gpt-oss-120b,288,130,False,,0.79,2026-05-19T23:27:11.142035+00:00
715,sonnet,claude-sonnet-4-6,411,427,False,,5.6,2026-05-19T23:27:16.845709+00:00
715,gpt4,gpt-5.4,374,363,False,,4.0,2026-05-19T23:27:16.839161+00:00
715,oss,api-gpt-oss-120b,435,932,False,,5.1,2026-05-19T23:27:16.842285+00:00
716,sonnet,claude-sonnet-4-6,227,75,False,,2.42,2026-05-18T21:48:17.489763+00:00
716,gpt4,gpt-5.4,206,130,False,,1.73,2026-05-18T21:48:17.477919+00:00
716,oss,api-gpt-oss-120b,267,243,False,,1.37,2026-05-18T21:48:17.483794+00:00
717,sonnet,claude-sonnet-4-6,211,35,False,,3.0,2026-05-19T23:27:20.136431+00:00
717,gpt4,gpt-5.4,188,64,False,,1.22,2026-05-19T23:27:20.040620+00:00
717,oss,api-gpt-oss-120b,249,184,False,,1.1,2026-05-19T23:27:20.043948+00:00
718,sonnet,claude-sonnet-4-6,351,528,False,,7.2,2026-05-19T23:27:27.347324+00:00
718,gpt4,gpt-5.4,314,307,False,,3.7,2026-05-19T23:27:27.339059+00:00
718,oss,api-gpt-oss-120b,375,1279,False,,7.0,2026-05-19T23:27:27.343322+00:00
719,sonnet,claude-sonnet-4-6,256,600,False,,10.2,2026-05-19T23:27:37.645906+00:00
719,gpt4,gpt-5.4,236,443,False,,5.49,2026-05-19T23:27:37.639051+00:00
719,oss,api-gpt-oss-120b,297,1423,False,,7.79,2026-05-19T23:27:37.642367+00:00
720,sonnet,claude-sonnet-4-6,623,472,False,,6.4,2026-05-19T23:27:44.146526+00:00
720,gpt4,gpt-5.4,535,410,False,,4.8,2026-05-19T23:27:44.139116+00:00
720,oss,api-gpt-oss-120b,596,824,False,,4.6,2026-05-19T23:27:44.142709+00:00
721,sonnet,claude-sonnet-4-6,691,440,False,,9.73,2026-05-19T23:27:54.047149+00:00
721,gpt4,gpt-5.4,641,301,False,,4.89,2026-05-19T23:27:54.037952+00:00
721,oss,api-gpt-oss-120b,702,495,False,,2.73,2026-05-19T23:27:54.042052+00:00
722,sonnet,claude-sonnet-4-6,461,1141,False,,16.99,2026-05-19T23:28:16.144158+00:00
722,gpt4,gpt-5.4,411,1645,False,,21.99,2026-05-19T23:28:16.137670+00:00
722,oss,api-gpt-oss-120b,472,3377,False,,18.89,2026-05-19T23:28:16.140602+00:00
723,sonnet,claude-sonnet-4-6,336,269,False,,3.93,2026-05-19T23:28:20.246681+00:00
723,gpt4,gpt-5.4,296,210,False,,2.4,2026-05-19T23:28:20.238190+00:00
723,oss,api-gpt-oss-120b,357,508,False,,3.81,2026-05-19T23:28:20.243144+00:00
724,sonnet,claude-sonnet-4-6,266,1214,False,,17.3,2026-05-19T23:29:05.845165+00:00
724,gpt4,gpt-5.4,237,1009,False,,12.0,2026-05-19T23:29:05.637650+00:00
724,oss,api-gpt-oss-120b,298,8021,False,,45.11,2026-05-19T23:29:05.742749+00:00
725,sonnet,claude-sonnet-4-6,454,1254,False,,12.55,2026-05-19T23:29:18.737692+00:00
725,gpt4,gpt-5.4,403,777,False,,9.1,2026-05-19T23:29:18.637876+00:00
725,oss,api-gpt-oss-120b,464,1499,False,,9.59,2026-05-19T23:29:18.641351+00:00
726,sonnet,claude-sonnet-4-6,335,108,False,,5.49,2026-05-19T23:29:24.335510+00:00
726,gpt4,gpt-5.4,288,143,False,,2.31,2026-05-19T23:29:24.238886+00:00
726,oss,api-gpt-oss-120b,349,308,False,,1.79,2026-05-19T23:29:24.243205+00:00
727,sonnet,claude-sonnet-4-6,369,1049,False,,14.72,2026-05-19T23:29:40.347397+00:00
727,gpt4,gpt-5.4,314,1159,False,,15.9,2026-05-19T23:29:40.338288+00:00
727,oss,api-gpt-oss-120b,375,2802,False,,15.39,2026-05-19T23:29:40.342308+00:00
728,sonnet,claude-sonnet-4-6,209,44,False,,1.39,2026-05-19T23:29:42.147414+00:00
728,gpt4,gpt-5.4,187,84,False,,1.6,2026-05-19T23:29:42.139004+00:00
728,oss,api-gpt-oss-120b,248,301,False,,1.69,2026-05-19T23:29:42.143132+00:00
729,sonnet,claude-sonnet-4-6,527,161,False,,2.7,2026-05-19T23:29:45.738774+00:00
729,gpt4,gpt-5.4,452,316,False,,3.41,2026-05-19T23:29:45.651412+00:00
729,oss,api-gpt-oss-120b,513,540,False,,3.0,2026-05-19T23:29:45.654244+00:00
730,sonnet,claude-sonnet-4-6,389,512,False,,6.25,2026-05-19T23:30:00.438044+00:00
730,gpt4,gpt-5.4,345,475,False,,5.6,2026-05-19T23:30:00.346372+00:00
730,oss,api-gpt-oss-120b,406,2509,False,,14.51,2026-05-19T23:30:00.349763+00:00
731,sonnet,claude-sonnet-4-6,283,1192,False,,16.09,2026-05-19T23:30:16.739216+00:00
731,gpt4,gpt-5.4,260,822,False,,10.29,2026-05-19T23:30:16.542788+00:00
731,oss,api-gpt-oss-120b,321,2391,False,,13.1,2026-05-19T23:30:16.640918+00:00
732,sonnet,claude-sonnet-4-6,314,362,False,,6.29,2026-05-19T23:30:23.742444+00:00
732,gpt4,gpt-5.4,292,295,False,,3.9,2026-05-19T23:30:23.335452+00:00
732,oss,api-gpt-oss-120b,353,942,False,,5.2,2026-05-19T23:30:23.586872+00:00
733,sonnet,claude-sonnet-4-6,416,402,False,,5.49,2026-05-19T23:30:29.536779+00:00
733,gpt4,gpt-5.4,375,396,False,,4.49,2026-05-19T23:30:29.439053+00:00
733,oss,api-gpt-oss-120b,436,872,False,,4.77,2026-05-19T23:30:29.443529+00:00
734,sonnet,claude-sonnet-4-6,319,86,False,,1.89,2026-05-19T23:30:31.847227+00:00
734,gpt4,gpt-5.4,291,124,False,,2.2,2026-05-19T23:30:31.838813+00:00
734,oss,api-gpt-oss-120b,352,240,False,,1.4,2026-05-19T23:30:31.843300+00:00
735,sonnet,claude-sonnet-4-6,377,633,False,,9.2,2026-05-19T23:30:41.241938+00:00
735,gpt4,gpt-5.4,331,442,False,,4.9,2026-05-19T23:30:41.140935+00:00
735,oss,api-gpt-oss-120b,392,773,False,,5.0,2026-05-19T23:30:41.148373+00:00
736,sonnet,claude-sonnet-4-6,231,82,False,,1.7,2026-05-19T23:30:43.146937+00:00
736,gpt4,gpt-5.4,205,77,False,,1.63,2026-05-19T23:30:43.138614+00:00
736,oss,api-gpt-oss-120b,266,215,False,,1.5,2026-05-19T23:30:43.142447+00:00
737,sonnet,claude-sonnet-4-6,281,31,False,,1.5,2026-05-19T23:30:45.462277+00:00
737,gpt4,gpt-5.4,255,107,False,,2.0,2026-05-19T23:30:45.342614+00:00
737,oss,api-gpt-oss-120b,316,250,False,,1.69,2026-05-19T23:30:45.440582+00:00
738,sonnet,claude-sonnet-4-6,562,173,False,,2.99,2026-05-18T21:49:41.841396+00:00
738,gpt4,gpt-5.4,517,260,False,,3.7,2026-05-18T21:49:41.635976+00:00
738,oss,api-gpt-oss-120b,578,273,False,,1.6,2026-05-18T21:49:41.741826+00:00
739,sonnet,claude-sonnet-4-6,211,61,False,,1.99,2026-05-19T23:30:48.246295+00:00
739,gpt4,gpt-5.4,185,139,False,,2.2,2026-05-19T23:30:47.935831+00:00
739,oss,api-gpt-oss-120b,246,258,False,,1.8,2026-05-19T23:30:47.976488+00:00
740,sonnet,claude-sonnet-4-6,243,204,False,,3.34,2026-05-19T23:30:53.150452+00:00
740,gpt4,gpt-5.4,212,284,False,,3.6,2026-05-19T23:30:53.139221+00:00
740,oss,api-gpt-oss-120b,273,712,False,,4.4,2026-05-19T23:30:53.144668+00:00
741,sonnet,claude-sonnet-4-6,507,681,False,,8.99,2026-05-19T23:31:02.246641+00:00
741,gpt4,gpt-5.4,434,460,False,,5.64,2026-05-19T23:31:02.238485+00:00
741,oss,api-gpt-oss-120b,495,1156,False,,6.39,2026-05-19T23:31:02.242728+00:00
742,sonnet,claude-sonnet-4-6,350,109,False,,2.2,2026-05-19T23:31:05.349265+00:00
742,gpt4,gpt-5.4,323,161,False,,2.8,2026-05-19T23:31:05.142122+00:00
742,oss,api-gpt-oss-120b,384,268,False,,1.59,2026-05-19T23:31:05.243876+00:00
743,sonnet,claude-sonnet-4-6,265,37,False,,2.0,2026-05-19T23:31:08.038834+00:00
743,gpt4,gpt-5.4,233,160,False,,2.5,2026-05-19T23:31:07.939862+00:00
743,oss,api-gpt-oss-120b,294,212,False,,1.19,2026-05-19T23:31:07.945855+00:00
744,sonnet,claude-sonnet-4-6,476,926,False,,14.6,2026-05-19T23:31:22.748132+00:00
744,gpt4,gpt-5.4,434,442,False,,7.4,2026-05-19T23:31:22.739225+00:00
744,oss,api-gpt-oss-120b,495,1776,False,,9.79,2026-05-19T23:31:22.744431+00:00
745,sonnet,claude-sonnet-4-6,379,480,False,,6.0,2026-05-19T23:31:31.653727+00:00
745,gpt4,gpt-5.4,312,320,False,,8.48,2026-05-19T23:31:31.450302+00:00
745,oss,api-gpt-oss-120b,373,535,False,,3.09,2026-05-19T23:31:31.647424+00:00
746,sonnet,claude-sonnet-4-6,377,169,False,,2.9,2026-05-19T23:31:35.046917+00:00
746,gpt4,gpt-5.4,334,154,False,,2.6,2026-05-19T23:31:35.039036+00:00
746,oss,api-gpt-oss-120b,395,374,False,,2.29,2026-05-19T23:31:35.042721+00:00
747,sonnet,claude-sonnet-4-6,272,94,False,,2.4,2026-05-19T23:31:37.871855+00:00
747,gpt4,gpt-5.4,244,161,False,,2.4,2026-05-19T23:31:37.645136+00:00
747,oss,api-gpt-oss-120b,305,253,False,,1.5,2026-05-19T23:31:37.844187+00:00
748,sonnet,claude-sonnet-4-6,706,1004,False,,12.4,2026-05-19T23:31:50.737030+00:00
748,gpt4,gpt-5.4,613,931,False,,9.9,2026-05-19T23:31:50.638085+00:00
748,oss,api-gpt-oss-120b,674,1530,False,,8.35,2026-05-19T23:31:50.642410+00:00
749,sonnet,claude-sonnet-4-6,570,769,False,,12.08,2026-05-19T23:32:03.046006+00:00
749,gpt4,gpt-5.4,522,380,False,,4.65,2026-05-19T23:32:02.842641+00:00
749,oss,api-gpt-oss-120b,583,904,False,,5.88,2026-05-19T23:32:03.035591+00:00
750,sonnet,claude-sonnet-4-6,500,722,False,,12.39,2026-05-19T23:32:15.548021+00:00
750,gpt4,gpt-5.4,450,445,False,,6.89,2026-05-19T23:32:15.539571+00:00
750,oss,api-gpt-oss-120b,511,1001,False,,5.6,2026-05-19T23:32:15.543529+00:00
751,sonnet,claude-sonnet-4-6,446,1194,False,,18.85,2026-05-19T23:32:53.136590+00:00
751,gpt4,gpt-5.4,400,1548,False,,21.2,2026-05-19T23:32:53.038886+00:00
751,oss,api-gpt-oss-120b,461,6802,False,,37.3,2026-05-19T23:32:53.042831+00:00
752,sonnet,claude-sonnet-4-6,352,528,False,,6.89,2026-05-19T23:33:00.541840+00:00
752,gpt4,gpt-5.4,316,323,False,,5.4,2026-05-19T23:33:00.341761+00:00
752,oss,api-gpt-oss-120b,377,1312,False,,7.19,2026-05-19T23:33:00.441531+00:00
753,sonnet,claude-sonnet-4-6,643,758,False,,12.91,2026-05-19T23:33:13.558689+00:00
753,gpt4,gpt-5.4,576,280,False,,4.19,2026-05-19T23:33:13.550584+00:00
753,oss,api-gpt-oss-120b,637,816,False,,4.48,2026-05-19T23:33:13.554468+00:00
754,sonnet,claude-sonnet-4-6,267,133,False,,3.17,2026-05-19T23:33:16.745544+00:00
754,gpt4,gpt-5.4,233,182,False,,2.9,2026-05-19T23:33:16.739038+00:00
754,oss,api-gpt-oss-120b,294,393,False,,2.57,2026-05-19T23:33:16.742266+00:00
755,sonnet,claude-sonnet-4-6,670,627,False,,8.79,2026-05-19T23:33:35.448739+00:00
755,gpt4,gpt-5.4,578,538,False,,6.2,2026-05-19T23:33:35.340171+00:00
755,oss,api-gpt-oss-120b,639,3385,False,,18.5,2026-05-19T23:33:35.438710+00:00
756,sonnet,claude-sonnet-4-6,325,254,False,,4.6,2026-05-19T23:33:43.845372+00:00
756,gpt4,gpt-5.4,289,344,False,,5.1,2026-05-19T23:33:43.838542+00:00
756,oss,api-gpt-oss-120b,350,1504,False,,8.18,2026-05-19T23:33:43.841934+00:00
757,sonnet,claude-sonnet-4-6,283,91,False,,2.5,2026-05-19T23:33:46.539195+00:00
757,gpt4,gpt-5.4,253,118,False,,2.51,2026-05-19T23:33:46.447205+00:00
757,oss,api-gpt-oss-120b,314,195,False,,1.19,2026-05-19T23:33:46.451377+00:00
758,sonnet,claude-sonnet-4-6,303,101,False,,3.29,2026-05-19T23:33:49.938524+00:00
758,gpt4,gpt-5.4,273,131,False,,2.69,2026-05-19T23:33:49.839188+00:00
758,oss,api-gpt-oss-120b,334,239,False,,1.39,2026-05-19T23:33:49.844149+00:00
759,sonnet,claude-sonnet-4-6,235,35,False,,1.39,2026-05-19T23:33:51.543272+00:00
759,gpt4,gpt-5.4,213,51,False,,1.3,2026-05-19T23:33:51.340064+00:00
759,oss,api-gpt-oss-120b,274,85,False,,0.6,2026-05-19T23:33:51.347375+00:00
760,sonnet,claude-sonnet-4-6,709,850,False,,9.97,2026-05-19T23:34:08.537520+00:00
760,gpt4,gpt-5.4,613,582,False,,6.97,2026-05-19T23:34:08.246883+00:00
760,oss,api-gpt-oss-120b,674,2528,False,,16.39,2026-05-19T23:34:08.344499+00:00
761,sonnet,claude-sonnet-4-6,240,26,False,,2.09,2026-05-19T23:34:10.746007+00:00
761,gpt4,gpt-5.4,211,59,False,,1.5,2026-05-19T23:34:10.738530+00:00
761,oss,api-gpt-oss-120b,272,199,False,,1.4,2026-05-19T23:34:10.742097+00:00
762,sonnet,claude-sonnet-4-6,239,139,False,,2.6,2026-05-19T23:34:13.639914+00:00
762,gpt4,gpt-5.4,213,167,False,,2.26,2026-05-19T23:34:13.539552+00:00
762,oss,api-gpt-oss-120b,274,371,False,,2.7,2026-05-19T23:34:13.635518+00:00
763,sonnet,claude-sonnet-4-6,259,51,False,,2.09,2026-05-19T23:34:16.037345+00:00
763,gpt4,gpt-5.4,232,77,False,,1.66,2026-05-19T23:34:15.737860+00:00
763,oss,api-gpt-oss-120b,293,186,False,,1.6,2026-05-19T23:34:15.741065+00:00
764,sonnet,claude-sonnet-4-6,226,152,False,,2.8,2026-05-19T23:34:18.945432+00:00
764,gpt4,gpt-5.4,197,200,False,,2.4,2026-05-19T23:34:18.938738+00:00
764,oss,api-gpt-oss-120b,258,265,False,,2.0,2026-05-19T23:34:18.942161+00:00
765,sonnet,claude-sonnet-4-6,339,268,False,,5.5,2026-05-19T23:34:24.545212+00:00
765,gpt4,gpt-5.4,309,199,False,,3.27,2026-05-19T23:34:24.538525+00:00
765,oss,api-gpt-oss-120b,370,628,False,,3.69,2026-05-19T23:34:24.541862+00:00
766,sonnet,claude-sonnet-4-6,298,166,False,,3.0,2026-05-19T23:34:27.745719+00:00
766,gpt4,gpt-5.4,259,263,False,,3.1,2026-05-19T23:34:27.738419+00:00
766,oss,api-gpt-oss-120b,320,477,False,,2.7,2026-05-19T23:34:27.742256+00:00
767,sonnet,claude-sonnet-4-6,1432,1355,False,,15.6,2026-05-19T23:34:43.537377+00:00
767,gpt4,gpt-5.4,1272,904,False,,8.4,2026-05-19T23:34:43.440444+00:00
767,oss,api-gpt-oss-120b,1333,2777,False,,15.26,2026-05-19T23:34:43.447909+00:00
768,sonnet,claude-sonnet-4-6,1237,618,False,,8.6,2026-05-19T23:34:56.336944+00:00
768,gpt4,gpt-5.4,1114,582,False,,6.9,2026-05-19T23:34:56.238837+00:00
768,oss,api-gpt-oss-120b,1175,1976,False,,12.69,2026-05-19T23:34:56.242085+00:00
769,sonnet,claude-sonnet-4-6,204,36,False,,1.2,2026-05-19T23:34:58.044888+00:00
769,gpt4,gpt-5.4,182,81,False,,1.69,2026-05-19T23:34:58.038254+00:00
769,oss,api-gpt-oss-120b,243,141,False,,0.81,2026-05-19T23:34:58.041498+00:00
770,sonnet,claude-sonnet-4-6,436,493,False,,6.3,2026-05-19T23:35:04.543312+00:00
770,gpt4,gpt-5.4,372,471,False,,5.52,2026-05-19T23:35:04.536592+00:00
770,oss,api-gpt-oss-120b,433,1072,False,,5.99,2026-05-19T23:35:04.539851+00:00
771,sonnet,claude-sonnet-4-6,216,47,False,,1.4,2026-05-19T23:35:06.646560+00:00
771,gpt4,gpt-5.4,192,137,False,,2.0,2026-05-19T23:35:06.639393+00:00
771,oss,api-gpt-oss-120b,253,226,False,,1.3,2026-05-19T23:35:06.643015+00:00
772,sonnet,claude-sonnet-4-6,653,1291,False,,17.57,2026-05-19T23:35:32.572600+00:00
772,gpt4,gpt-5.4,610,323,False,,4.5,2026-05-19T23:35:32.351127+00:00
772,oss,api-gpt-oss-120b,671,4690,False,,25.52,2026-05-19T23:35:32.399897+00:00
773,sonnet,claude-sonnet-4-6,238,75,False,,2.2,2026-05-19T23:35:35.138384+00:00
773,gpt4,gpt-5.4,217,127,False,,2.2,2026-05-19T23:35:35.040460+00:00
773,oss,api-gpt-oss-120b,278,329,False,,1.89,2026-05-19T23:35:35.044899+00:00
774,sonnet,claude-sonnet-4-6,396,176,False,,3.59,2026-05-19T23:35:38.750126+00:00
774,gpt4,gpt-5.4,349,245,False,,3.39,2026-05-19T23:35:38.739826+00:00
774,oss,api-gpt-oss-120b,410,591,False,,3.3,2026-05-19T23:35:38.745639+00:00
775,sonnet,claude-sonnet-4-6,251,97,False,,2.48,2026-05-19T23:35:41.336439+00:00
775,gpt4,gpt-5.4,219,155,False,,2.3,2026-05-19T23:35:41.239152+00:00
775,oss,api-gpt-oss-120b,280,333,False,,1.83,2026-05-19T23:35:41.244555+00:00
776,sonnet,claude-sonnet-4-6,257,45,False,,1.4,2026-05-19T23:35:43.647015+00:00
776,gpt4,gpt-5.4,226,117,False,,2.2,2026-05-19T23:35:43.639077+00:00
776,oss,api-gpt-oss-120b,287,215,False,,1.29,2026-05-19T23:35:43.642919+00:00
777,sonnet,claude-sonnet-4-6,226,39,False,,1.1,2026-05-19T23:35:45.338963+00:00
777,gpt4,gpt-5.4,198,69,False,,1.4,2026-05-19T23:35:45.238457+00:00
777,oss,api-gpt-oss-120b,259,115,False,,0.7,2026-05-19T23:35:45.241679+00:00
778,sonnet,claude-sonnet-4-6,411,58,False,,1.6,2026-05-19T23:35:47.752481+00:00
778,gpt4,gpt-5.4,374,170,False,,2.4,2026-05-19T23:35:47.743813+00:00
778,oss,api-gpt-oss-120b,435,221,False,,1.25,2026-05-19T23:35:47.748192+00:00
779,sonnet,claude-sonnet-4-6,407,398,False,,9.58,2026-05-19T23:35:57.962126+00:00
779,gpt4,gpt-5.4,358,405,False,,6.3,2026-05-19T23:35:57.542744+00:00
779,oss,api-gpt-oss-120b,419,681,False,,3.8,2026-05-19T23:35:57.846364+00:00
780,sonnet,claude-sonnet-4-6,256,278,False,,3.7,2026-05-19T23:36:02.746012+00:00
780,gpt4,gpt-5.4,221,330,False,,4.5,2026-05-19T23:36:02.738759+00:00
780,oss,api-gpt-oss-120b,282,703,False,,4.1,2026-05-19T23:36:02.742329+00:00
781,sonnet,claude-sonnet-4-6,268,71,False,,1.88,2026-05-19T23:36:04.647821+00:00
781,gpt4,gpt-5.4,238,82,False,,1.69,2026-05-19T23:36:04.638983+00:00
781,oss,api-gpt-oss-120b,299,206,False,,1.2,2026-05-19T23:36:04.643164+00:00
782,sonnet,claude-sonnet-4-6,212,116,False,,2.28,2026-05-19T23:36:07.747174+00:00
782,gpt4,gpt-5.4,187,190,False,,3.0,2026-05-19T23:36:07.739146+00:00
782,oss,api-gpt-oss-120b,248,345,False,,2.0,2026-05-19T23:36:07.743372+00:00
783,sonnet,claude-sonnet-4-6,1045,562,False,,8.3,2026-05-19T23:36:16.336417+00:00
783,gpt4,gpt-5.4,907,395,False,,4.8,2026-05-19T23:36:16.239130+00:00
783,oss,api-gpt-oss-120b,968,1080,False,,5.96,2026-05-19T23:36:16.243154+00:00
784,sonnet,claude-sonnet-4-6,226,45,False,,1.99,2026-05-19T23:36:19.045685+00:00
784,gpt4,gpt-5.4,200,161,False,,2.5,2026-05-19T23:36:18.937475+00:00
784,oss,api-gpt-oss-120b,261,187,False,,1.05,2026-05-19T23:36:18.946295+00:00
785,sonnet,claude-sonnet-4-6,362,301,False,,5.6,2026-05-19T23:36:25.536149+00:00
785,gpt4,gpt-5.4,330,232,False,,3.5,2026-05-19T23:36:24.842833+00:00
785,oss,api-gpt-oss-120b,391,281,False,,1.7,2026-05-19T23:36:25.151204+00:00
786,sonnet,claude-sonnet-4-6,405,16384,True,,208.58,2026-05-19T23:39:54.651022+00:00
786,gpt4,gpt-5.4,365,752,False,,9.48,2026-05-19T23:39:54.640385+00:00
786,oss,api-gpt-oss-120b,426,7312,False,,42.69,2026-05-19T23:39:54.645402+00:00
787,sonnet,claude-sonnet-4-6,374,1182,False,,14.89,2026-05-19T23:40:10.949658+00:00
787,gpt4,gpt-5.4,341,793,False,,9.99,2026-05-19T23:40:10.938436+00:00
787,oss,api-gpt-oss-120b,402,2611,False,,16.12,2026-05-19T23:40:10.943636+00:00
788,sonnet,claude-sonnet-4-6,322,930,False,,8.69,2026-05-19T23:40:24.149517+00:00
788,gpt4,gpt-5.4,295,592,False,,7.28,2026-05-19T23:40:24.139501+00:00
788,oss,api-gpt-oss-120b,356,2393,False,,13.09,2026-05-19T23:40:24.144574+00:00
789,sonnet,claude-sonnet-4-6,302,45,False,,1.58,2026-05-19T23:40:27.537637+00:00
789,gpt4,gpt-5.4,258,85,False,,3.2,2026-05-19T23:40:27.439030+00:00
789,oss,api-gpt-oss-120b,319,349,False,,1.93,2026-05-19T23:40:27.443248+00:00
790,sonnet,claude-sonnet-4-6,227,95,False,,2.59,2026-05-18T21:47:34.313065+00:00
790,gpt4,gpt-5.4,203,151,False,,1.92,2026-05-18T21:47:34.300691+00:00
790,oss,api-gpt-oss-120b,264,377,False,,2.08,2026-05-18T21:47:34.306406+00:00
791,sonnet,claude-sonnet-4-6,640,704,False,,6.79,2026-05-19T23:40:34.547332+00:00
791,gpt4,gpt-5.4,578,192,False,,2.69,2026-05-19T23:40:34.538336+00:00
791,oss,api-gpt-oss-120b,639,1253,False,,6.99,2026-05-19T23:40:34.542593+00:00
792,sonnet,claude-sonnet-4-6,220,171,False,,3.4,2026-05-19T23:40:38.336948+00:00
792,gpt4,gpt-5.4,194,168,False,,2.7,2026-05-19T23:40:38.139215+00:00
792,oss,api-gpt-oss-120b,255,357,False,,2.1,2026-05-19T23:40:38.237627+00:00
793,sonnet,claude-sonnet-4-6,537,572,False,,8.7,2026-05-19T23:40:47.147985+00:00
793,gpt4,gpt-5.4,483,320,False,,4.7,2026-05-19T23:40:47.140351+00:00
793,oss,api-gpt-oss-120b,544,1222,False,,6.89,2026-05-19T23:40:47.144260+00:00
